"serializedID","itemID","description","serial","colorName","sizeName","customerID","saleLineID","timeStamp"
"10559","0","Fuji","","Crosstown","","6026","0","2026-01-12T17:10:57+00:00"
"10560","0","Specialized","","orange","","6027","0","2026-01-12T17:14:53+00:00"
"10561","0","Specialized","","gray","","5960","0","2026-01-12T17:20:36+00:00"
"10562","0","Liv","","","BACK 19TH","6028","0","2026-01-12T17:25:09+00:00"
"10563","0","Jasion","","blue","","6029","0","2026-01-12T17:38:01+00:00"
"10564","0","Mihogo RX-2.4 Blue 2x","","","","6030","0","2026-01-12T18:01:02+00:00"
"10565","0","Mihogo RX-2.4 Blue 2x","","","","6030","0","2026-01-12T18:01:02+00:00"
"10566","0","wheel","","","","3433","0","2026-01-12T18:10:52+00:00"
"10567","0","wheel","","","","4238","0","2026-01-12T19:13:40+00:00"
"10568","0","Cannondale","","gray","DER HANGER -DERAILLEURHANGER.COM","6031","0","2026-01-12T20:19:45+00:00"
"10569","0","Propella","","black","","6032","0","2026-01-12T19:31:36+00:00"
"10570","0","Cannondale","","black","","6033","0","2026-01-12T19:38:22+00:00"
"10571","0","Ebike Black","","","","6034","0","2026-01-12T19:41:31+00:00"
"10572","0","Amyet","","Black ","","6034","0","2026-01-12T19:53:13+00:00"
"10573","0","Cannondale","","Silver 2/4","","6031","0","2026-01-12T19:43:21+00:00"
"10574","0","Schwinn","","Red 3/4","","6031","0","2026-01-12T19:44:09+00:00"
"10575","0","Cannondale","","Black 4/4","","6031","0","2026-01-12T19:45:06+00:00"
"10576","0","Infinity","","gray","","6035","0","2026-01-12T20:33:08+00:00"
"10577","0","Emojo Street Rod","","black","","4712","0","2026-01-12T20:37:06+00:00"
"10578","0","DTTZAH","","Black","","5992","0","2026-01-12T20:37:25+00:00"
"10579","0","Blix","","blue","","2015","0","2026-01-12T20:40:35+00:00"
"10580","0","Euphree basket/liner rear","","","","6036","0","2026-01-30T18:42:21+00:00"
"10581","0","Drifter white 1/2","","","","6037","0","2026-01-13T15:14:47+00:00"
"10582","0","Blue drifter 2/2","","","","6037","0","2026-01-13T15:16:09+00:00"
"10583","0","Giant black","","","","4566","0","2026-01-13T16:07:49+00:00"
"10584","0","Heybike Ranger ","","Maroon","WHEN JBI GETS IN","6038","0","2026-01-13T16:21:58+00:00"
"10585","0","ZDZA ","","Blac","TANNUS 26X1.75 -JBI","6039","0","2026-01-13T16:36:09+00:00"
"10586","0","Mok Wheel Green","","","","6040","0","2026-01-13T22:46:24+00:00"
"10587","0","Senada","","white","","6041","0","2026-01-13T17:44:38+00:00"
"10588","0","VGO","","Black","","6042","0","2026-01-20T16:40:56+00:00"
"10589","0","specialized","","maroon","","6043","0","2026-01-13T18:02:39+00:00"
"10590","0","specialized","","orange","","2328","0","2026-01-13T18:06:08+00:00"
"10591","0","Aventon","","blue","","6044","0","2026-01-13T18:22:07+00:00"
"10592","0","Isinwheel","","black","","6045","0","2026-01-15T19:45:31+00:00"
"10593","0","trek","","","","6046","0","2026-01-13T19:00:56+00:00"
"10594","0","trek","","green","","6046","0","2026-01-13T19:01:02+00:00"
"10595","0","Earth Cruiser","","blue","","4747","0","2026-01-13T19:06:46+00:00"
"10596","0","RENTAL ESTIMATE","","","","6047","0","2026-01-13T20:18:56+00:00"
"10597","0","Canondale","","Green","","6048","0","2026-01-13T21:15:20+00:00"
"10598","0","Schwinn","","Black","","1783","0","2026-01-14T15:43:16+00:00"
"10599","0","lectric","","white","","6049","0","2026-01-14T16:03:20+00:00"
"10600","0","Trailmate Tricycle","","Red","","6050","0","2026-01-14T16:22:16+00:00"
"10601","0","movcan","","black","","5303","0","2026-01-14T17:01:29+00:00"
"10602","0","lectric","","black","","3135","0","2026-01-14T17:18:39+00:00"
"10603","0","Hampton Cruiser","","Yellow","","6051","0","2026-01-14T17:18:42+00:00"
"10604","0","2 wheelz","","","","6052","0","2026-01-14T17:36:26+00:00"
"10605","0","Marin Stinson 2","","Blue","","6052","0","2026-01-14T18:44:21+00:00"
"10606","0","Steel drifter 7sp","","Blue","","4171","0","2026-01-14T17:54:37+00:00"
"10607","0","trailer and wheel","","","","5149","0","2026-01-14T18:10:47+00:00"
"10608","0","wheel","","silver","","6053","0","2026-01-14T18:15:53+00:00"
"10609","0","no name crusier","","black","","6054","0","2026-01-14T18:20:39+00:00"
"10610","0","NIU","","black","","5456","0","2026-01-14T19:03:37+00:00"
"10611","0","Drifter Steel (coral), Stinson 2 Blue","","","","6056","0","2026-01-14T21:51:05+00:00"
"10612","0","gotrax","","","","3382","0","2026-01-14T22:01:42+00:00"
"10613","0","sasikee ","","white","","6055","0","2026-01-14T22:13:24+00:00"
"10614","0","drifter and stinson","","","","6056","0","2026-01-14T22:17:29+00:00"
"10615","0","Scooter Wheel","","","","5647","0","2026-01-15T15:04:39+00:00"
"10616","0","Emotion Black","","","","6057","0","2026-01-15T15:33:56+00:00"
"10617","0","Specilaized black","","","","6058","0","2026-01-15T15:37:07+00:00"
"10618","0","Specilaized black","","","","6058","0","2026-01-15T15:37:07+00:00"
"10619","0","Velotric","","Green 1/2","7SPD SHFITER AMZN","61","0","2026-01-16T18:46:34+00:00"
"10620","0","Velotric ","","Gray 2/2","","61","0","2026-01-15T16:09:33+00:00"
"10621","0","Trek Black","","","","6059","0","2026-01-15T16:14:08+00:00"
"10622","0","Lectric","","Black","","6060","0","2026-01-15T16:21:49+00:00"
"10623","0","supercycle","","","","262","0","2026-01-15T16:48:39+00:00"
"10624","0","RENTAL HS and LS","","","FEB 27","6061","0","2026-01-31T20:26:28+00:00"
"10625","0","Viva Trike","","red","CALL TO SCHEDULE","6062","0","2026-01-21T16:32:29+00:00"
"10626","0","Stinson 1 LS Medium","","","","6063","0","2026-01-15T19:47:11+00:00"
"10627","0","2x Black Drifter High Step Steel","","","","6064","0","2026-01-19T23:26:19+00:00"
"10628","0","electric motor kit","","","AMAZON-24V BATTERY","6065","0","2026-01-16T15:43:08+00:00"
"10629","0","Trek Orange","","","","4137","0","2026-01-18T23:54:42+00:00"
"10630","0","Luckeep grey","","","","6066","0","2026-01-15T22:29:42+00:00"
"10631","0","Huffy","","Yellow","","3950","0","2026-01-15T22:34:30+00:00"
"10632","0","Felt","","Silver","","6067","0","2026-01-16T15:16:17+00:00"
"10633","0","Revive Recumbant ","","Red","","1982","0","2026-01-16T15:34:34+00:00"
"10634","0","27.5 x 3.0 ","","","JBI","6024","0","2026-01-16T15:56:08+00:00"
"10635","0","Townie Black","","","","6069","0","2026-01-16T16:58:51+00:00"
"10636","0","Electra White","","","","6070","0","2026-01-16T17:45:34+00:00"
"10637","0","Santacruz","","","","3996","0","2026-01-16T17:52:33+00:00"
"10638","0","Haven","","green","1/2","6071","0","2026-01-16T23:11:47+00:00"
"10639","0","Haven 2/2","","green","","6071","0","2026-01-16T23:11:55+00:00"
"10640","0","Sun trike","","","","6072","0","2026-01-16T18:21:38+00:00"
"10641","0","Sun trike","","","AFTER 2:30","6072","0","2026-01-16T18:21:46+00:00"
"10642","0","Euphree","","","","817","0","2026-01-16T18:52:54+00:00"
"10643","0","Jetson","","Black","","6073","0","2026-01-16T18:54:50+00:00"
"10644","0","BIKE NOT HERE","","","AMAZON-DERAILER","6074","0","2026-01-23T20:07:40+00:00"
"10645","0","Black battery","","","","1277","0","2026-01-21T18:44:30+00:00"
"10646","0","Happyrun Black","","","","4692","0","2026-01-16T20:09:24+00:00"
"10647","0","Happyrun Black","","","","4692","0","2026-01-16T20:09:24+00:00"
"10648","0","tire","","","","6075","0","2026-01-16T20:19:42+00:00"
"10649","0","Wheel 1/2","","","","6076","0","2026-01-16T21:26:05+00:00"
"10650","0","Wheel 2/2","","","","6076","0","2026-01-16T21:26:23+00:00"
"10651","0","Ridstar","","blue","","5097","0","2026-01-16T21:37:47+00:00"
"10652","0","Qronge","","black","","6078","0","2026-01-17T15:07:44+00:00"
"10653","0","Lectric XP Trike","","blue","TEXTE DHIM","6079","0","2026-02-12T01:02:01+00:00"
"10654","0","Massino","","Black","","5266","0","2026-01-17T15:14:54+00:00"
"10655","0","likeBike","","","","6080","0","2026-01-17T15:46:35+00:00"
"10656","0","likeBike","","Black","","6080","0","2026-01-17T15:46:40+00:00"
"10657","0","All terrain green","","","","1406","0","2026-01-18T16:53:00+00:00"
"10658","0","1 LS Drifter","","","","6081","0","2026-01-17T17:10:56+00:00"
"10659","0","No Brand","","Black","","5691","0","2026-01-17T17:22:48+00:00"
"10660","0","Infinity","","white","","6082","0","2026-01-17T18:05:09+00:00"
"10661","0","Fifield","","black","","6083","0","2026-01-17T18:37:09+00:00"
"10662","0","eliptical","","","","3491","0","2026-01-17T18:49:38+00:00"
"10663","0","trek","","black","","6077","0","2026-01-17T19:53:55+00:00"
"10664","0","schwinn cruiser","","blue/white","","6084","0","2026-01-19T15:03:18+00:00"
"10665","0","Battery - Black - 60 AH","","","","761","0","2026-01-21T18:46:56+00:00"
"10666","0","Black HS Drifter Steel","","","","6085","0","2026-01-17T21:07:23+00:00"
"10667","0","Qronge Black","","","","6078","0","2026-01-18T15:17:18+00:00"
"10668","0","Sun trike (custom electric)","","","FIRST ON THURSDAY","646","0","2026-01-23T01:08:43+00:00"
"10669","0","Trek Black","","","","6086","0","2026-01-18T15:26:36+00:00"
"10670","0","Cervelo","","white","","6087","0","2026-01-18T15:31:05+00:00"
"10671","0","Haven","","Green","","6071","0","2026-01-18T15:52:17+00:00"
"10672","0","Trek","","black","","6088","0","2026-01-18T15:58:01+00:00"
"10673","0","Wheel","","","","6090","0","2026-01-18T16:48:38+00:00"
"10674","0","Brake Pads small rectangle","","","FIRST UP","6086","0","2026-01-24T21:21:13+00:00"
"10675","0","jetson","","","","6091","0","2026-01-18T17:37:24+00:00"
"10676","0","jetson","","red","","6091","0","2026-01-18T17:37:26+00:00"
"10677","0","Drifters","","","","6092","0","2026-01-18T17:45:25+00:00"
"10678","0","Drifters","","","","6092","0","2026-01-18T17:52:46+00:00"
"10679","0","RollRoll","","Black","","6093","0","2026-01-18T18:03:44+00:00"
"10680","0","Swinch","","Gray","","6094","0","2026-01-18T18:10:43+00:00"
"10681","0","MACFOX","","black","","5940","0","2026-01-18T18:28:01+00:00"
"10682","0","drifter steel","","black","SHARON IS PICKING UP","6095","0","2026-01-19T21:25:47+00:00"
"10683","0","Snapcycle","","gray","","6096","0","2026-01-18T18:44:57+00:00"
"10684","0","gotrax","","black","RACK RAILS","6089","0","2026-01-18T20:19:58+00:00"
"10685","0","Black Steel HS","","","","6016","0","2026-01-18T19:23:08+00:00"
"10686","0","Dost","","White","","3757","0","2026-01-19T16:16:59+00:00"
"10687","0","long battery","","","","6097","0","2026-01-19T16:32:20+00:00"
"10688","0","Jasion","","White","","4932","0","2026-01-19T16:38:08+00:00"
"10689","0","Dragster","","Black","","6098","0","2026-01-19T17:07:46+00:00"
"10690","0","Euphree Falcon","","","HARNESS -EUPHREE","3550","0","2026-01-26T20:12:46+00:00"
"10691","0","Nel Lusso","","Blue","","6099","0","2026-01-19T17:28:31+00:00"
"10692","0","steel drifter mens","","black","WEDS PICKUP","6100","0","2026-01-19T18:27:26+00:00"
"10693","0","TT Ebike Black","","","HE'S GOT A SEPERATE TICKET FOR THE BATTERY WE ORDERED","6101","0","2026-01-28T15:58:07+00:00"
"10694","0","Zugo","","black","","6102","0","2026-01-19T18:18:47+00:00"
"10695","0","raleigh ","","purple","","3349","0","2026-01-19T18:20:42+00:00"
"10696","0","Kingbull","","white","","6103","0","2026-01-19T18:22:38+00:00"
"10697","0","Magnum","","Black","","1701","0","2026-01-19T18:23:37+00:00"
"10698","0","Hampton","","purple","","6051","0","2026-01-19T18:54:05+00:00"
"10699","0","infinity hybrid","","blue steel","","6104","0","2026-01-19T19:38:30+00:00"
"10700","0","Domane","","White","HEATSINK PADS -JBI","5478","0","2026-01-19T20:03:36+00:00"
"10701","0","no name ebike ","","green","","6105","0","2026-01-19T19:49:51+00:00"
"10702","0","EUY","","black","","353","0","2026-01-19T20:06:17+00:00"
"10703","0","Ariel Rider","","Black","","6106","0","2026-01-19T20:22:51+00:00"
"10704","0","Wheel","","","`","6107","0","2026-01-19T20:35:08+00:00"
"10705","0","Mihogo One","","Silver","","753","0","2026-01-19T20:46:59+00:00"
"10706","0","Stroller","","","","6108","0","2026-01-19T21:16:30+00:00"
"10707","0","Lectric","","White","CALL HER","2112","0","2026-01-20T15:38:31+00:00"
"10708","0","5x Rentals","","","SUNDAY","6109","0","2026-01-20T16:30:31+00:00"
"10709","0","Trek","","White","","3843","0","2026-01-19T21:54:28+00:00"
"10710","0","Wheel","","","","6110","0","2026-01-20T15:19:04+00:00"
"10711","0","Specialzied Blue","","","1/2","6111","0","2026-01-20T15:18:48+00:00"
"10712","0","Specialized red 2/2","","","","6111","0","2026-01-20T16:05:22+00:00"
"10713","0","Mihogo","","","","753","0","2026-01-20T15:29:14+00:00"
"10714","0","Big Cat ","","orange/black","","6112","0","2026-01-20T15:36:45+00:00"
"10715","0","wheel","","","","2502","0","2026-01-20T15:38:02+00:00"
"10716","0","Heybike Ranger S","","","","6113","0","2026-01-20T15:53:21+00:00"
"10717","0","Heybike Ranger S","","","","6113","0","2026-01-20T15:53:21+00:00"
"10718","0","Landmark White","","","","6084","0","2026-01-20T16:22:58+00:00"
"10719","0","2x Sun Trike 20""","","","FEB 4TH AFTERNOON ","6114","0","2026-01-28T00:23:49+00:00"
"10720","0","Amyet Black","","","","6034","0","2026-01-27T19:13:23+00:00"
"10721","0","Aventon Black","","","","2643","0","2026-01-20T17:03:59+00:00"
"10722","0","Cafe Racer No Brand ","","Black","","6115","0","2026-01-26T21:17:18+00:00"
"10723","0","Retrospec ","","greenish","","6116","0","2026-01-20T17:49:46+00:00"
"10724","0","Maxfoot MF33","","","LCD -ADDMOTOR","6117","0","2026-01-29T17:42:53+00:00"
"10725","0","wheel","","","","6118","0","2026-01-20T19:24:56+00:00"
"10726","0","Diamondback","","white","","3330","0","2026-01-20T19:32:18+00:00"
"10727","0","Ebike ","","black","","6057","0","2026-01-21T13:06:41+00:00"
"10728","0","Nishiki Grey","","","","6119","0","2026-01-20T20:33:08+00:00"
"10729","0","Sun 7 spd Tricycle","","red","WEDNESDAY","6120","0","2026-01-21T15:30:10+00:00"
"10730","0","Steel Drifter","","Black/Coral ","THURSDAY DELIVER","6100","0","2026-01-21T18:47:47+00:00"
"10731","0","","","","CALL ONLY","6121","0","2026-01-21T15:43:25+00:00"
"10732","0","Juiced","","white","","6121","0","2026-01-21T16:33:57+00:00"
"10733","0","Biria ","","Black","","858","0","2026-01-21T15:45:19+00:00"
"10734","0","Rad City","","white","","6122","0","2026-01-21T15:50:11+00:00"
"10735","0","Eoyobike","","green","","6123","0","2026-01-21T16:06:56+00:00"
"10736","0","Sur-Ron","","green","","5728","0","2026-01-21T17:31:04+00:00"
"10737","0","26x1.75 tire","","","","6124","0","2026-01-21T17:54:25+00:00"
"10738","0","Stomper","","Titanium","","6126","0","2026-01-22T19:47:45+00:00"
"10739","0","focus road","","black","ALL PARTS IN JBI ORDER","6125","0","2026-01-26T23:15:31+00:00"
"10740","0","Mongoose","","black","","6126","0","2026-01-21T18:51:05+00:00"
"10741","0","giant","","green","","6127","0","2026-01-21T21:53:57+00:00"
"10742","0","Hailong 20 downtube AH battery","","","EBAY","4679","0","2026-01-22T15:09:51+00:00"
"10743","0","Wheel","","","","6128","0","2026-01-22T15:33:24+00:00"
"10744","0","Black battery","","","","6129","0","2026-01-22T16:12:13+00:00"
"10745","0","Motor Wheel","","","SECOND ON THURSDAY","6130","0","2026-01-23T01:08:59+00:00"
"10746","0","GoTrax","","white","","1703","0","2026-01-22T16:40:11+00:00"
"10747","0","Trike Black","","","","6131","0","2026-01-22T17:43:31+00:00"
"10748","0","Lectric","","white","","6132","0","2026-01-22T19:06:35+00:00"
"10749","0","Heybike Ranger","","","","699","0","2026-01-23T23:57:20+00:00"
"10750","0","trek mtb","","green","","6134","0","2026-01-22T19:59:48+00:00"
"10751","0","Guts white","","","","3974","0","2026-01-22T20:28:24+00:00"
"10752","0","cannondale","","yellow","CHAIN AND CASSETTE","6135","0","2026-01-22T21:48:06+00:00"
"10753","0","Juiced","BATTERY PORT -AMAZON","Green","BATTERY CONNECTOR -AMAZON","5694","0","2026-01-25T21:27:05+00:00"
"10754","0","WHeel","","","","6136","0","2026-01-22T22:36:40+00:00"
"10755","0","1x LS and 1x HS Drifter","","","WAITING","6137","0","2026-01-26T15:05:39+00:00"
"10756","0","GoTrax","","Black","8.5X2 SOLID -AMAZON","6138","0","2026-01-23T15:40:56+00:00"
"10757","0","Rad white","","","","6122","0","2026-01-23T15:47:53+00:00"
"10758","0","Ouxi Black","","","","6139","0","2026-01-23T16:19:38+00:00"
"10759","0","Caroma","","Black","","3974","0","2026-01-23T16:19:57+00:00"
"10760","0","rad","","black","","6140","0","2026-01-23T17:04:46+00:00"
"10761","0","Triangle Battery case","","","","3963","0","2026-01-28T16:22:22+00:00"
"10762","0","trek road","","orange","","6141","0","2026-01-23T19:00:41+00:00"
"10763","0","Robin","","","","6142","0","2026-01-23T19:39:17+00:00"
"10764","0","Trek Black","","","","3726","0","2026-01-23T20:09:50+00:00"
"10765","0","Amp rider blue","","","","6143","0","2026-01-23T20:19:37+00:00"
"10766","0","recumbant trike","","black","","6144","0","2026-01-23T21:22:56+00:00"
"10767","0","wheel","","","","6145","0","2026-01-23T21:31:42+00:00"
"10768","0","Jasion","","Blue","","6146","0","2026-01-24T15:16:01+00:00"
"10769","0","Schwinn Black","","","","6147","0","2026-01-24T15:37:29+00:00"
"10770","0","funhang e","","tan","","2192","0","2026-01-26T15:28:24+00:00"
"10771","0","funhang e","","light blue","2/2","2192","0","2026-01-24T16:10:28+00:00"
"10772","0","trek road","","black& white","","5478","0","2026-01-24T15:55:36+00:00"
"10773","0","WHeel","","","","1647","0","2026-01-24T16:01:17+00:00"
"10774","0","izip ","","green","","2093","0","2026-01-24T16:33:51+00:00"
"10775","0","1 Day 1 LS","","","","6148","0","2026-01-24T16:51:34+00:00"
"10776","0","cuybike","","blue","","5654","0","2026-01-24T16:57:38+00:00"
"10777","0","Aventon","","Green","","6149","0","2026-02-03T13:03:12+00:00"
"10778","0","biria","","orange","","6150","0","2026-01-24T17:46:49+00:00"
"10779","0","No Brand","","Black","","6151","0","2026-01-24T18:11:24+00:00"
"10780","0","Magnum","","","","6152","0","2026-01-24T18:25:30+00:00"
"10781","0","Magnum","","Blac","","6152","0","2026-01-24T18:25:33+00:00"
"10782","0","Stinson 1 HS","","","","6153","0","2026-01-24T18:57:59+00:00"
"10783","0","Stinson 1 HS","","","","6153","0","2026-01-24T18:57:59+00:00"
"10784","0","giant","","","","6154","0","2026-01-24T19:10:15+00:00"
"10785","0","giant road bike","","","","6154","0","2026-01-29T18:31:52+00:00"
"10786","0","wheel","","","","5770","0","2026-01-24T19:13:22+00:00"
"10787","0","Riding times","","Black","","6155","0","2026-01-24T19:17:32+00:00"
"10788","0","Marin and Drifter","","","","6156","0","2026-01-24T19:26:03+00:00"
"10789","0","huffy in box","","","WEDS PICKUP","220","0","2026-01-24T20:00:02+00:00"
"10790","0","Marin Stinson 1 HS","","","","6156","0","2026-01-24T20:29:01+00:00"
"10791","0","marin","","","AMAZON-SEATPOST","6156","0","2026-01-24T21:07:11+00:00"
"10792","0","Aventon","","white","","6050","0","2026-01-25T15:17:52+00:00"
"10793","0","Fat wheel","","","","6157","0","2026-01-25T15:35:48+00:00"
"10794","0","Fat wheel","","","","6157","0","2026-01-25T15:35:48+00:00"
"10795","0","Schwinn","","blue/white","","6158","0","2026-01-25T15:51:00+00:00"
"10796","0","Lectric","","white","","6159","0","2026-01-25T16:12:43+00:00"
"10797","0","Rad Mini","","black","","1247","0","2026-01-25T16:18:47+00:00"
"10798","0","no name ebike ","","black","","6160","0","2026-01-25T16:21:38+00:00"
"10799","0","Sun Drifter","","Black","","6161","0","2026-01-25T16:48:36+00:00"
"10800","0","Pink scooter","","","","6162","0","2026-01-25T16:58:58+00:00"
"10801","0","Jamis","","blue","","6164","0","2026-01-25T17:07:28+00:00"
"10802","0","ouxi v8","","black","","6163","0","2026-01-25T17:11:42+00:00"
"10803","0","wheel","","","","6128","0","2026-01-25T17:18:03+00:00"
"10804","0","Recumbent (weird)","","Red","","5346","0","2026-01-27T00:26:18+00:00"
"10805","0","drifter alum","","","","6165","0","2026-01-25T19:29:13+00:00"
"10806","0","Luckeep","","gray","CONTROLLER -LUCKEEP","5420","0","2026-01-25T21:30:24+00:00"
"10807","0","Order selle Royal","","","","3934","0","2026-01-25T20:16:31+00:00"
"10808","0","Public","","White","","3977","0","2026-01-25T20:32:02+00:00"
"10809","0","Gt ","","black","","6166","0","2026-01-25T20:36:35+00:00"
"10810","0","14x2.125 TUBELESS TIRE -AMAZON","","","","5582","0","2026-01-25T20:48:10+00:00"
"10811","0","Voltcycle","","Black","","6167","0","2026-01-25T20:49:29+00:00"
"10812","0","wheel","","","","2547","0","2026-01-26T15:08:09+00:00"
"10813","0","Linus","","black","","6168","0","2026-01-26T15:12:42+00:00"
"10814","0","Trek","","","","6170","0","2026-01-26T16:14:49+00:00"
"10815","0","Trek","","Green","","6170","0","2026-01-26T16:14:51+00:00"
"10816","0","LL Bean","","gray","","6171","0","2026-01-26T16:16:28+00:00"
"10817","0","towie","","Grey","","6172","0","2026-01-26T17:55:49+00:00"
"10818","0","Millenium Line Cruiser","","Red","","5315","0","2026-01-26T17:58:18+00:00"
"10819","0","Aima Santa Monica","","white","","6173","0","2026-02-03T18:20:51+00:00"
"10820","0","Aventon","","red","","6174","0","2026-01-26T20:00:02+00:00"
"10821","0","Hiboy P6","","black","CHECK THAT WE RECIEVED PAYMENT ON DEPOSIT","469","0","2026-01-28T20:15:35+00:00"
"10822","0","EUPHREE REAR BASKET","","","","1311","0","2026-01-26T21:05:26+00:00"
"10823","0","AIRPODS ON SHELF","","","","6175","0","2026-01-26T21:10:11+00:00"
"10824","0","Lectric","","Black","","1608","0","2026-01-26T21:22:01+00:00"
"10825","0","RetroSpec","","Black","","6176","0","2026-01-26T21:28:35+00:00"
"10826","0","Purple frame ","","purple","","3551","0","2026-01-26T21:55:55+00:00"
"10827","0","Euphree Stellar Falcon ","","Purple","","5950","0","2026-01-26T22:58:54+00:00"
"10828","0","Lectric HS black","","","","6177","0","2026-01-27T15:17:29+00:00"
"10829","0","2x Heybike Venus","","","","6178","0","2026-01-27T16:21:03+00:00"
"10830","0","2x Drifters","","","","6179","0","2026-01-27T17:13:12+00:00"
"10831","0","Coral + Blue HS Drifter","","","","6179","0","2026-01-27T17:17:43+00:00"
"10832","0","Gary Fisher","","White","","6180","0","2026-01-27T18:15:13+00:00"
"10833","0","Heybike Venus","","gray","CONTROLLER -HEYBIKE","6178","0","2026-01-28T16:21:37+00:00"
"10834","0","vipdrive ebike","","white","LOCK BATTERY-AMAZON","5370","0","2026-01-28T15:05:43+00:00"
"10835","0","WHEEL","","","","6181","0","2026-01-27T20:13:29+00:00"
"10836","0","Sun trike ","","","","6182","0","2026-01-27T20:16:14+00:00"
"10837","0","Sun trike 24"" blue","","PAID","","6182","0","2026-01-28T00:21:19+00:00"
"10838","0","KOOTU","","RTED","","6181","0","2026-01-27T20:37:04+00:00"
"10839","0","camo ebike","","camo","","6183","0","2026-01-27T21:02:36+00:00"
"10840","0","all terrain middrive","","black","","6184","0","2026-01-27T22:25:26+00:00"
"10841","0","Amyet Black","","","","6034","0","2026-01-27T22:25:54+00:00"
"10842","0","Hoverfly scooter","","Black","","6115","0","2026-01-28T20:41:17+00:00"
"10843","0","Funhang","","white","","4705","0","2026-01-28T15:03:51+00:00"
"10844","0","TT Ebike","","Silver","BATTERY FULLY PAID","6101","0","2026-02-13T16:44:00+00:00"
"10845","0","No Brand","","Black","","2784","0","2026-01-28T15:59:06+00:00"
"10846","0","Rattan","","Black","","2091","0","2026-01-28T16:10:44+00:00"
"10847","0","MacFox","","Cream","","6185","0","2026-01-28T16:48:09+00:00"
"10848","0","specialized","","black","","6186","0","2026-01-28T17:35:55+00:00"
"10849","0","speicailized(not here)","","black","","6186","0","2026-01-28T17:37:09+00:00"
"10850","0","Specialized road bike","","","","6186","0","2026-02-03T16:51:00+00:00"
"10851","0","18""x4.0 Tube & Tire -AMAZON","","","","6187","0","2026-01-28T17:56:42+00:00"
"10852","0","NISHIKI","","GREY","","5525","0","2026-01-28T17:55:33+00:00"
"10853","0","Cyrusher","","","","2017","0","2026-01-28T17:59:03+00:00"
"10854","0","Marin Stinson 1","","Teal","","6188","0","2026-01-28T19:04:47+00:00"
"10855","0","Lectric","","Beige","","5513","0","2026-01-28T19:26:25+00:00"
"10856","0","Linus Cream","","","","6168","0","2026-01-29T15:19:33+00:00"
"10857","0","Falcon x2","","","","6189","0","2026-01-29T16:15:37+00:00"
"10858","0","2x Euphree Rear basket/liner","","","","6189","0","2026-01-30T00:00:58+00:00"
"10859","0","Destination E","","","","5995","0","2026-01-29T16:41:41+00:00"
"10860","0","Destination E","","","","5995","0","2026-01-29T16:41:41+00:00"
"10861","0","Trek Black","","EOD","","6190","0","2026-01-29T17:14:44+00:00"
"10862","0","Royce Union","","Blue","","6191","0","2026-01-29T17:33:52+00:00"
"10863","0","Amyet","","Black","","6034","0","2026-01-29T17:55:40+00:00"
"10864","0","destination E","","","","6192","0","2026-01-29T18:39:18+00:00"
"10865","0","Charge","","orange","","6193","0","2026-01-29T19:14:41+00:00"
"10866","0","Falcon x2","","","","6194","0","2026-01-29T21:05:50+00:00"
"10867","0","Euphree Falcon ST","","Blue","","6194","0","2026-01-30T00:00:30+00:00"
"10868","0","cannondale","","maroon","","3105","0","2026-01-29T22:02:13+00:00"
"10869","0","Sun Drifter","","Coral","","2226","0","2026-01-29T22:13:40+00:00"
"10870","0","Aventon White","","","","6195","0","2026-01-30T15:35:08+00:00"
"10871","0","Drifter","","pink","","5930","0","2026-01-30T15:56:11+00:00"
"10872","0","Fuji Grey","","","","2859","0","2026-01-30T15:59:06+00:00"
"10873","0","Fuji Grey","","","","2859","0","2026-01-30T15:59:07+00:00"
"10874","0"," Carpat","","Black","","1654","0","2026-01-30T16:36:19+00:00"
"10875","0","","","White","","6196","0","2026-01-30T17:12:41+00:00"
"10876","0","iGo","","White","","6196","0","2026-01-30T17:12:59+00:00"
"10877","0","Lectric White 1/2","","","","6192","0","2026-01-30T17:55:01+00:00"
"10878","0","Grey Lectric 2/2","","","","6192","0","2026-01-30T17:55:23+00:00"
"10879","0","I-Go Battery","","Black","","6197","0","2026-01-30T18:00:29+00:00"
"10880","0","Robin Blue","","","","1684","0","2026-01-30T18:18:10+00:00"
"10881","0","Lectric","","","","1608","0","2026-01-30T18:23:36+00:00"
"10882","0","Lectric","","Black ","","1608","0","2026-01-30T18:23:39+00:00"
"10883","0","Wheel","","","","6198","0","2026-01-30T18:37:26+00:00"
"10884","0","Dirtbike looking Ebike thing","","Black ","","6199","0","2026-01-30T19:08:52+00:00"
"10885","0","Insdriga","","Black","","5231","0","2026-02-05T18:59:11+00:00"
"10886","0","Emojo Bobcat Red","","","","3934","0","2026-01-30T20:46:42+00:00"
"10887","0","WHeel","","","","6200","0","2026-01-30T21:01:18+00:00"
"10888","0","Jasion","","black","","4836","0","2026-01-30T21:24:50+00:00"
"10889","0","rocky mountain mtb","","white","","6074","0","2026-01-30T22:21:31+00:00"
"10890","0","NLBN Black","","","","5164","0","2026-01-30T22:34:23+00:00"
"10891","0","biz cards","","","","4000","0","2026-01-30T23:07:05+00:00"
"10892","0","Bianchi Black","","","","1416","0","2026-01-31T15:32:53+00:00"
"10893","0","Cyberlo","","Orangue","","5058","0","2026-01-31T15:57:04+00:00"
"10894","0","24” tube","","","","6201","0","2026-02-02T18:26:21+00:00"
